2000000000,128,0,0
2000000000,129,0,0
2000000000,130,0,0
2000000000,131,0,0
2000000000,132,0,0
2000000000,133,0,0
2000000000,134,0,0
2000000000,135,0,0
2000010000,128,0,0
2000010000,129,0,0
2000010000,130,0,0
2000010000,131,0,0
2000010000,132,0,0
2000010000,133,0,0
2000010000,134,0,0
2000010000,135,0,0
2000020000,128,0,0
2000020000,129,0,0
2000020000,130,0,0
2000020000,131,0,0
2000020000,132,0,0
2000020000,133,0,0
2000020000,134,0,0
2000020000,135,0,0
2000030000,128,0,0
2000030000,129,0,0
2000030000,130,0,0
2000030000,131,0,0
2000030000,132,0,0
2000030000,133,0,0
2000030000,134,0,0
2000030000,135,0,0
2000040000,128,0,0
2000040000,129,0,0
2000040000,130,0,0
2000040000,131,0,0
2000040000,132,0,0
2000040000,133,0,0
2000040000,134,0,0
2000040000,135,0,0
2000050000,128,0,0
2000050000,129,0,0
2000050000,130,0,0
2000050000,131,0,0
2000050000,132,0,0
2000050000,133,0,0
2000050000,134,0,0
2000050000,135,0,0
2000060000,128,0,0
2000060000,129,0,0
2000060000,130,0,0
2000060000,131,0,0
2000060000,132,0,0
2000060000,133,0,0
2000060000,134,0,0
2000060000,135,0,0
2000070000,128,0,0
2000070000,129,0,0
2000070000,130,0,0
2000070000,131,0,0
2000070000,132,0,0
2000070000,133,0,0
2000070000,134,0,0
2000070000,135,0,0
2000080000,128,0,0
2000080000,129,0,0
2000080000,130,0,0
2000080000,131,0,0
2000080000,132,0,0
2000080000,133,0,0
2000080000,134,0,0
2000080000,135,0,0
2000090000,128,0,0
2000090000,129,0,0
2000090000,130,0,0
2000090000,131,0,0
2000090000,132,0,0
2000090000,133,0,0
2000090000,134,0,0
2000090000,135,0,0
2000100000,128,0,0
2000100000,129,0,0
2000100000,130,0,0
2000100000,131,0,0
2000100000,132,0,0
2000100000,133,0,0
2000100000,134,0,0
2000100000,135,0,0
2000110000,128,0,0
2000110000,129,0,0
2000110000,130,0,0
2000110000,131,0,0
2000110000,132,0,0
2000110000,133,0,0
2000110000,134,0,0
2000110000,135,0,0
2000120000,128,0,0
2000120000,129,0,0
2000120000,130,0,0
2000120000,131,0,0
2000120000,132,0,0
2000120000,133,0,0
2000120000,134,0,0
2000120000,135,0,0
2000130000,128,0,0
2000130000,129,0,0
2000130000,130,0,0
2000130000,131,0,0
2000130000,132,0,0
2000130000,133,0,0
2000130000,134,0,0
2000130000,135,0,0
2000140000,128,0,0
2000140000,129,0,0
2000140000,130,0,0
2000140000,131,0,0
2000140000,132,0,0
2000140000,133,0,0
2000140000,134,0,0
2000140000,135,0,0
2000150000,128,0,0
2000150000,129,0,0
2000150000,130,0,0
2000150000,131,0,0
2000150000,132,0,0
2000150000,133,0,0
2000150000,134,0,0
2000150000,135,0,0
2000160000,128,0,0
2000160000,129,0,0
2000160000,130,0,0
2000160000,131,0,0
2000160000,132,0,0
2000160000,133,0,0
2000160000,134,0,0
2000160000,135,0,0
2000170000,128,0,0
2000170000,129,0,0
2000170000,130,0,0
2000170000,131,0,0
2000170000,132,0,0
2000170000,133,0,0
2000170000,134,0,0
2000170000,135,0,0
2000180000,128,0,0
2000180000,129,0,0
2000180000,130,0,0
2000180000,131,0,0
2000180000,132,0,0
2000180000,133,0,0
2000180000,134,0,0
2000180000,135,0,0
2000190000,128,0,0
2000190000,129,0,0
2000190000,130,0,0
2000190000,131,0,0
2000190000,132,0,0
2000190000,133,0,0
2000190000,134,0,0
2000190000,135,0,0
2000200000,128,0,0
2000200000,129,0,0
2000200000,130,0,0
2000200000,131,0,0
2000200000,132,0,0
2000200000,133,0,0
2000200000,134,0,0
2000200000,135,0,0
2000210000,128,0,0
2000210000,129,0,0
2000210000,130,0,0
2000210000,131,0,0
2000210000,132,0,0
2000210000,133,0,0
2000210000,134,0,0
2000210000,135,0,0
2000220000,128,0,0
2000220000,129,0,0
2000220000,130,0,0
2000220000,131,0,0
2000220000,132,0,0
2000220000,133,0,0
2000220000,134,0,0
2000220000,135,0,0
2000230000,128,0,0
2000230000,129,0,0
2000230000,130,0,0
2000230000,131,0,0
2000230000,132,0,0
2000230000,133,0,0
2000230000,134,0,0
2000230000,135,0,0
2000240000,128,0,0
2000240000,129,0,0
2000240000,130,0,0
2000240000,131,0,0
2000240000,132,0,0
2000240000,133,0,0
2000240000,134,0,0
2000240000,135,0,0
2000250000,128,0,0
2000250000,129,0,0
2000250000,130,0,0
2000250000,131,0,0
2000250000,132,0,0
2000250000,133,0,0
2000250000,134,0,0
2000250000,135,0,0
2000260000,128,0,0
2000260000,129,0,0
2000260000,130,0,0
2000260000,131,0,0
2000260000,132,0,0
2000260000,133,0,0
2000260000,134,0,0
2000260000,135,0,0
2000270000,128,0,0
2000270000,129,0,0
2000270000,130,0,0
2000270000,131,0,0
2000270000,132,0,0
2000270000,133,0,0
2000270000,134,0,0
2000270000,135,0,0
2000280000,128,0,0
2000280000,129,0,0
2000280000,130,0,0
2000280000,131,0,0
2000280000,132,0,0
2000280000,133,0,0
2000280000,134,0,0
2000280000,135,0,0
2000290000,128,0,0
2000290000,129,0,0
2000290000,130,0,0
2000290000,131,0,0
2000290000,132,0,0
2000290000,133,0,0
2000290000,134,0,0
2000290000,135,0,0
2000300000,128,0,0
2000300000,129,0,0
2000300000,130,0,0
2000300000,131,0,0
2000300000,132,0,0
2000300000,133,0,0
2000300000,134,0,0
2000300000,135,0,0
2000310000,128,0,0
2000310000,129,0,0
2000310000,130,0,0
2000310000,131,0,0
2000310000,132,0,0
2000310000,133,0,0
2000310000,134,0,0
2000310000,135,0,0
2000320000,128,0,0
2000320000,129,0,0
2000320000,130,0,0
2000320000,131,0,0
2000320000,132,0,0
2000320000,133,0,0
2000320000,134,0,0
2000320000,135,0,0
2000330000,128,0,0
2000330000,129,0,0
2000330000,130,0,0
2000330000,131,0,0
2000330000,132,0,0
2000330000,133,0,0
2000330000,134,0,0
2000330000,135,0,0
2000340000,128,0,0
2000340000,129,0,0
2000340000,130,0,0
2000340000,131,0,0
2000340000,132,0,0
2000340000,133,0,0
2000340000,134,0,0
2000340000,135,0,0
